,,Phenotypic Correlations,,,,,,,,,,,,,,,,,,,,,Probabilities,,,,,,,,,,,,,,,,,
,PPSTD9,-0.206377970811402,0.0534627520027035,-0.124476778425171,0.287851317895196,0.219451787271987,-0.0472852648503068,-0.24118760955129,-0.117908208508307,-0.445907715922833,,,,,,,,,,,,0.00000950537753330316,0.256141287849475,0.00799356512756555,0.000000000431338742501453,0.00000241159531055857,0.315286488715289,0.000000203502746654038,0.0120264761138367,0,,,,,,,,,,
,SHTWT,0.17862243935476,0.048391795174311,0.524507908152906,0.480538936079483,0.481161076104976,0.183144054675983,0.216171437473164,0.0685877710414685,0.495390538210961,0.013597865979912,,,,,,,,,,,0.000132351870638869,0.304082663943304,0,0,0,0.0000883876942472384,0.00000342970174393997,0.144980709869984,0,0.772866112583499,,,,,,,,,
,RTWT,-0.151630926437498,0.0310693923030037,0.282591422419964,0.692349385853542,0.791266158811333,0.24586523784343,0.154082938579348,0.0360777933694242,0.110782754595915,0.0479540471277339,0.558133081191109,,,,,,,,,,0.00120750335772346,0.509506155762944,0.000000000916873243994587,0,0,0.000000115765071306839,0.00100159756016005,0.443676142971325,0.0183426708691288,0.308483037414691,0,,,,,,,,
,BRNHT9,-0.121847445437747,0.133130032469478,0.620601652197157,0.142266569949118,0.0834000271910715,-0.000127626450686987,-0.0112302233398858,-0.16051489085402,0.0335887720870046,0.160087857102861,0.0619755748987732,0.0975196203964657,,,,,,,,,0.00943462520800509,0.00453505289263756,0,0.00240489020598544,0.0761864218954733,0.997838636788321,0.811594974272301,0.000605390118786797,0.475769862829417,0.00062633727732031,0.187940185342443,0.0380050105935554,,,,,,,
,PLTHT6,0.0101797793370827,0.0757108117919834,0.817816913687268,0.0430541761577771,0.0968195229980099,0.0627270162439034,0.0127442938515439,-0.00723802431215582,0.432158367099323,-0.148604921581272,0.427397060338692,0.161761984778306,0.574689587556305,,,,,,,,0.82893214559308,0.107556924109223,0,0.36058627368603,0.0394143196178665,0.182632543022229,0.786769063922853,0.877902254478725,0,0.00151514773611661,0,0.000547878180946704,0,,,,,,
,FYLD,-0.151630926437498,0.0310693923030037,0.282591422419964,0.692349385853542,0.791266158811333,0.24586523784343,0.154082938579348,0.0360777933694242,0.110782754595915,0.0479540471277339,0.558133081191109,1,0.0975196203964657,0.161761984778306,,,,,,,0.00120750335772346,0.509506155762944,0.000000000916873243994587,0,0,0.000000115765071306839,0.00100159756016005,0.443676142971325,0.0183426708691288,0.308483037414691,0,0,0.0380050105935554,0.000547878180946704,,,,,
,DYLD,-0.14880235453362,0.00564762570135618,0.232427662527605,0.636870491167357,0.75889163077162,0.423158374382111,0.158183693513299,0.00135407913661283,0.0960766172067332,0.0493379980999521,0.528031749481282,0.969474097939939,0.0708144416725792,0.130662550155067,0.969474097939939,,,,,,0.00149306565849905,0.904584731187654,0.000000567566301068467,0,0,0,0.000728178642780186,0.97707168954497,0.0409579094637376,0.294713782222281,0,0,0.132343168937262,0.00534845709250598,0,,,,
,TYLD,0.17862243935476,0.048391795174311,0.524507908152906,0.480538936079483,0.481161076104976,0.183144054675983,0.216171437473164,0.0685877710414685,0.495390538210961,0.013597865979912,1,0.558133081191109,0.0619755748987732,0.427397060338692,0.558133081191109,0.528031749481282,,,,,0.000132351870638869,0.304082663943304,0,0,0,0.0000883876942472384,0.00000342970174393997,0.144980709869984,0,0.772866112583499,0,0,0.187940185342443,0,0,0,,,
,HI,-0.354986677599911,0.00271458577381191,-0.331916401814976,0.126893763419915,0.2289227318696,-0.0143140595708354,-0.104339741809105,-0.080804965786307,-0.444857663139268,0.0437520459554892,-0.527061959594743,0.32175356641708,-0.00564467517974816,-0.351170848047263,0.32175356641708,0.241018987620498,-0.527061959594743,,,,0.00000000000000666133814775094,0.954053575108387,0.000000000000412114786740858,0.00684569706582683,0.000000846079375893538,0.761256370442955,0.0263730096259591,0.0858157982034142,0,0.35284671138954,0,0.00000000000227240448680277,0.904634342208909,0.0000000000000135447209004269,0.00000000000227240448680277,0.000000207638901184026,0,,
,DM,-0.0194962713841933,-0.0937467233635123,0.0230328270761655,0.192412477044466,0.261556885587509,0.999999612757444,0.0989912099502261,-0.0269483712829486,0.0291717919731715,-0.0472818294790955,0.183128707258972,0.245823560986594,-0.000122329390647907,0.0627542183180117,0.245823560986594,0.423122256601773,0.183128707258972,-0.0143290761961013,,,0.678985766367421,0.0461338137161036,0.624886699946325,0.0000374721583331628,0.0000000160262649817611,0,0.0351814822536074,0.567265837172559,0.535716861660922,0.315321688107497,0.0000885103569219226,0.000000116354311963107,0.997928342679536,0.182442506005587,0.000000116354311963107,0,0.0000885103569219226,0.761013508143173,
,BRNHT6,-0.0191447165377637,0.0713950303946528,0.37770117601539,0.0560316345828077,0.0988549131405194,-0.0090193260167469,-0.0093817721042811,0.0208998808026604,0.0860600969666623,0.0165137450831557,0.111715975039576,0.0880445541903944,0.665235177688393,0.50183810629499,0.0880445541903944,0.0286427359723713,0.111715975039576,-0.0561432866460923,-0.00915903395584051,,0.6844606946899,0.129192047126405,0,0.233965360353105,0.0354352700403986,0.848181655732089,0.842159162470265,0.657296907669819,0.0672467582828067,0.725942474398846,0.0173775420168902,0.0611537103458488,0,0,0.0611537103458488,0.543143299994699,0.0173775420168902,0.233033270190436,0.845859167721369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
