trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,BRNHT9,PLTHT6,FYLD,DYLD,HI,BRNHT6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1489P0040_1016,TMS18F1489P0040,1016,1,,1,1,16,,3,244,4,18,17.21,3,92.056,34.98,1,16.9,123,147,17.5,5.46,0.51,87
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1340P0030_1017,TMS18F1340P0030,1017,1,,1,1,17,,3,234,6,32,21.76,2,,21.96,,16.4,172,160,20.65,7.14,0.56,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1389P0021_1018,TMS18F1389P0021,1018,1,,1,1,18,2,,,4,18,21.25,3,,,,24.3,,180,11.2,3.83,0.32,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1019P0018_1019,TMS18F1019P0018,1019,1,,1,1,19,6,2,231,3,16,14.94,2,125.172,32.7,1,4.3,119,126,7.65,2.25,0.64,73
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1318P0036_1020,TMS18F1318P0036,1020,1,,1,1,20,,3,207,8,39,21.23,3,96.63,27.31,2,14.85,105,168,33.27,11.38,0.69,115
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1562P0030_1021,TMS18F1562P0030,1021,1,,1,1,21,,3,241,9,118,23.97,3,78.362,33.53,1,28.55,128,154,45.5,16.49,0.61,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1334P0023_1022,TMS18F1334P0023,1022,1,,1,1,22,,3,200,9,41,24.83,3,112.89,23.45,2,11.85,145,134,29.3,10.81,0.71,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1272P0037_1023,TMS18F1272P0037,1023,1,,1,1,23,,,,6,31,11.89,3,100.552,23.97,2,7.45,,145,14.5,3.94,0.66,115
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1132P0144_1024,TMS18F1132P0144,1024,1,,1,1,24,,,170,6,22,,1,,18.32,5,4.55,,106,5.35,,0.54,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1306P0129_1025,TMS18F1306P0129,1025,1,,1,1,25,,2,245,7,33,22.31,2,76.9,33.88,3,25.35,219,172,24.62,8.62,0.49,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1349P0064_1026,TMS18F1349P0064,1026,2,,1,2,25,,,169,10,82,13.4,1,,20.01,3,10.1,,125,23.65,6.7,0.7,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA000070_1027,IITA-TMS-IBA000070,1027,2,1,1,2,24,,,228,9,84,22.76,2,83.53,26.13,2,21.75,,164,63.25,22.36,0.74,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1343P0014_1028,TMS18F1343P0014,1028,2,,1,2,23,,,,2,12,,1,,,,2.55,,,5.65,,0.69,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1076P0121_1029,TMS18F1076P0121,1029,2,,1,2,22,,,224,10,62,25.25,3,84.804,23.45,3,20.15,,152,24.15,8.99,0.55,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1260P0060_1030,TMS18F1260P0060,1030,2,,1,2,21,,,139,10,88,21.17,3,95.266,20.04,3,12.08,,110,33.4,11.41,0.73,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1250P0050_1031,TMS18F1250P0050,1031,2,,1,2,20,,2,152,6,52,17.76,2,92.186,20.85,3,5.7,80,119,18.27,5.77,0.76,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1026P0009_1032,TMS18F1026P0009,1032,2,,1,2,19,2,3,240,7,62,20.48,3,90.62,31.01,2,37.45,128,151,27.2,9.15,0.42,108
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1338P0013_1033,TMS18F1338P0013,1033,2,,1,2,18,,3,198,9,58,14.95,3,,27.95,3,14.3,97,133,20.35,6,0.59,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1421P0025_1034,TMS18F1421P0025,1034,2,,1,2,17,2,,,3,14,,3,,,,8.65,,,5.15,,0.37,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1174P0011_1035,TMS18F1174P0011,1035,2,,1,2,16,2,2,194,5,31,21.04,3,101.354,27.11,3,14.24,106,138,17.8,6.06,0.56,100
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1064P0027_1036,TMS18F1064P0027,1036,2,,1,2,15,,,196,8,52,17.06,3,62.02,25.5,4,20.25,,131,38.05,11.82,0.65,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1324P0171_1037,TMS18F1324P0171,1037,2,,1,2,14,,,,1,14,13.55,3,,,,3.45,,,9.5,2.7,0.73,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1277P0045_1038,TMS18F1277P0045,1038,2,,1,2,13,,3,253,7,52,18.71,3,89.226,41.14,2,38.65,129,188,26.05,8.42,0.4,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA982101_1039,IITA-TMS-IBA982101,1039,2,1,1,2,12,,2,218,7,46,22.38,3,106.92,29.11,2,16.78,92,130,16.15,5.66,0.49,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1286P0012_1040,TMS18F1286P0012,1040,2,,1,2,11,,,258,8,58,22.71,2,88.67,24.82,3,24.55,,169,35.4,12.5,0.59,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1366P0012_1041,TMS18F1366P0012,1041,2,,1,2,10,,2,223,9,71,15.02,2,94.412,26.21,3,28.85,121,150,48.08,14.2,0.62,86
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1280P0091_1042,TMS18F1280P0091,1042,2,,1,2,9,,2,216,9,100,24.43,3,90.566,29.52,2,27.98,128,182,27.45,10.05,0.5,138
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1396P0053_1043,TMS18F1396P0053,1043,2,,1,2,8,,,170,9,50,21.01,2,81.15,20.23,3,11.12,,133,20.13,6.85,0.64,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA980581_1044,IITA-TMS-IBA980581,1044,2,1,1,2,7,1,,,6,52,15.21,1,,29.39,3,21.5,,168,24.6,7.3,0.53,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1520P0039_1045,TMS18F1520P0039,1045,2,,1,2,6,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1354P0027_1046,TMS18F1354P0027,1046,2,,1,2,5,,2,227,8,88,29.05,2,82.88,24.11,2,29.45,103,152,36.8,14.75,0.56,97
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1355p0038_1047,TMS18F1355p0038,1047,2,,1,2,4,2,2,159,5,22,21.54,2,89.44,28.07,3,11.7,106,153,7.05,2.43,0.38,102
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1069P0023_1048,TMS18F1069P0023,1048,2,,1,2,3,,,251,8,58,24.38,1,,21.39,4,21.85,,160,29.28,10.71,0.57,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1163P0042_1049,TMS18F1163P0042,1049,2,,1,2,2,,2,150,8,64,22.34,2,79.376,22.05,3,18.85,81,98,34.26,12,0.65,69
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1365P0018_1050,TMS18F1365P0018,1050,2,,1,2,1,1,,,4,44,23.38,1,,,,12.5,,151,19.5,6.98,0.61,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1319P0033_1051,TMS18F1319P0033,1051,3,,1,3,1,,2,156,10,68,22.53,2,85.15,23.21,2,12.85,121,127,29.8,10.48,0.7,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1004P0008_1052,TMS18F1004P0008,1052,3,,1,3,2,,,195,7,37,25.29,1,,22.3,3,13.35,,129,25.85,9.63,0.66,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1336P0015_1053,TMS18F1336P0015,1053,3,,1,3,3,,,244,11,114,20.43,1,,20.41,4,27.9,,167,43.5,14.61,0.61,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1348P0156_1054,TMS18F1348P0156,1054,3,,1,3,4,1,3,251,7,58,25.38,3,96.75,28.03,5,24.95,187,174,32.15,12,0.56,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1068P0063_1055,TMS18F1068P0063,1055,3,,1,3,5,2,,,1,13,,2,,,,4.7,,,4.15,,0.47,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA000070_1056,IITA-TMS-IBA000070,1056,3,1,1,3,6,4,,228,9,61,20.48,2,86.54,27.36,2,27.65,,183,39.5,13.28,0.59,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1348P0051_1057,TMS18F1348P0051,1057,3,,1,3,7,1,,172,5,27,17.57,3,94.248,22.18,1,6.4,,114,13.15,4.14,0.67,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1280P0151_1058,TMS18F1280P0151,1058,3,,1,3,8,4,,180,7,38,16.98,3,100.878,22.01,3,11.85,,154,20.1,6.23,0.63,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1215P0027_1059,TMS18F1215P0027,1059,3,,1,3,9,1,,,2,10,,,,,,1.95,,,2.2,,0.53,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1041P0005_1060,TMS18F1041P0005,1060,3,,1,3,10,2,2,165,7,97,26.99,3,103.704,23.71,3,14.39,103,121,29.55,11.38,0.67,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1073P0038_1061,TMS18F1073P0038,1061,3,,1,3,11,1,,,2,9,,2,,,,11.45,,,4.95,,0.3,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA30572_1062,IITA-TMS-IBA30572,1062,3,1,1,3,12,2,3,257,6,47,23.65,3,81.98,29.22,3,20.45,185,141,26.55,9.56,0.56,77
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1058P0019_1063,TMS18F1058P0019,1063,3,,1,3,13,3,3,201,6,43,18.63,3,99.362,33.04,2,20.36,79,136,13.95,4.5,0.41,80
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1127P0011_1064,TMS18F1127P0011,1064,3,,1,3,14,,3,180,8,67,19.41,3,88.946,26.33,2,17.7,84,133,23.6,7.75,0.57,73
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1132P0042_1065,TMS18F1132P0042,1065,3,,1,3,15,2,3,250,10,94,23.58,3,84.422,25.42,3,33.45,136,166,31.95,11.49,0.49,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1345P0043_1066,TMS18F1345P0043,1066,3,,1,3,16,1,2,231,7,51,26.06,2,94.924,23.06,3,20.15,128,138,22.05,8.34,0.52,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1472P0042_1067,TMS18F1472P0042,1067,3,,1,3,17,3,2,243,6,56,18.93,2,98.22,32.25,2,40.19,99,158,28.6,9.29,0.42,86
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1481P0009_1068,TMS18F1481P0009,1068,3,,1,3,18,,,161,9,58,20.27,1,,18.05,3,8.4,,128,21.45,7.18,0.72,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1113P0038_1069,TMS18F1113P0038,1069,3,,1,3,19,,2,232,12,94,25.34,3,90.754,25.56,3,41.7,165,160,34.55,12.88,0.45,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1209P0015_1070,TMS18F1209P0015,1070,3,,1,3,20,,,231,8,64,19.88,3,86.156,27.92,2,17.8,,172,27.49,9.12,0.61,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1424P0021_1071,TMS18F1424P0021,1071,3,,1,3,21,2,3,250,7,72,22.05,3,91.908,31.95,2,24.45,102,174,34.15,11.89,0.58,76
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1317P0119_1072,TMS18F1317P0119,1072,3,,1,3,22,,,193,4,32,,3,75.01,19.09,3,5.15,,126,5.5,,0.52,28
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1344P0003_1073,TMS18F1344P0003,1073,3,,1,3,23,,,230,8,67,24.65,3,86.53,23.69,3,14.55,,172,17.49,6.43,0.55,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1339P0012_1074,TMS18F1339P0012,1074,3,,1,3,24,,,191,7,60,25.86,3,90.23,24.6,2,14.32,,142,19,7.16,0.57,79
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA980581_1075,IITA-TMS-IBA980581,1075,3,1,1,3,25,,,236,8,77,16.91,1,3.41,29.24,2,30.15,,173,40.5,12.54,0.57,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1344P0014_1076,TMS18F1344P0014,1076,4,,1,4,25,,,221,4,32,20.27,1,,23.33,3,11.35,,159,20.08,6.72,0.64,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1305P0007_1077,TMS18F1305P0007,1077,4,,1,4,24,1,3,230,9,80,21.53,3,100.452,31.91,3,35.23,87,145,35.45,12.2,0.5,81
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1305P0019_1078,TMS18F1305P0019,1078,4,,1,4,23,,3,279,6,50,17.92,3,84.85,35.46,1,18.29,130,177,24.35,7.72,0.57,121
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1135P0025_1079,TMS18F1135P0025,1079,4,,1,4,22,5,,,3,11,11.09,3,87.01,31.74,1,9.15,,137,6.38,1.7,0.41,92
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1217P0091_1080,TMS18F1217P0091,1080,4,,1,4,21,,,,3,27,19.41,,,,,19.1,,,24.55,8.06,0.56,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1016P0010_1081,TMS18F1016P0010,1081,4,,1,4,20,,,,2,24,16.2,3,,,,1.6,,,9.45,2.87,0.86,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-IITA-TMS-IBA982101_1082,IITA-TMS-IBA982101,1082,4,1,1,4,19,2,2,196,7,51,19.93,2,107.354,28.99,2,16.55,96,134,23.65,7.86,0.59,92
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1318P0018_1083,TMS18F1318P0018,1083,4,,1,4,18,,,222,5,48,21.9,3,107.13,22.2,2,15.45,,188,20.65,7.17,0.57,40
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1153P0053_1084,TMS18F1153P0053,1084,4,,1,4,17,4,2,219,6,32,25.78,3,90.314,35.99,1,24.25,127,175,22.1,8.31,0.48,134
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1320P0082_1085,TMS18F1320P0082,1085,4,,1,4,16,,2,187,11,64,22.06,2,71.246,19.72,4,19.3,143,113,30.29,10.55,0.61,34
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1317P0059_1086,TMS18F1317P0059,1086,4,,1,4,15,,,224,9,60,25.8,3,87.958,23.94,2,18.6,,131,22.26,8.38,0.54,7
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1324P0107_1087,TMS18F1324P0107,1087,4,,1,4,14,,,220,9,54,14.02,1,,23.01,3,15.3,,159,24.6,7.08,0.62,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1120P0004_1088,TMS18F1120P0004,1088,4,,1,4,13,,,227,9,62,23.28,3,85.704,30.94,2,21.55,,183,21.4,7.65,0.5,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1278P0183_1089,TMS18F1278P0183,1089,4,,1,4,12,,,,3,14,,3,,,,6.45,,150,7.1,,0.52,97
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1353P0022_1090,TMS18F1353P0022,1090,4,,1,4,11,6,,224,9,69,25.41,3,86.362,29.35,3,41.45,,216,51.53,19.24,0.55,19
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1047P0049_1091,TMS18F1047P0049,1091,4,,1,4,10,2,,157,7,45,21.15,1,,19.45,2,12.3,,125,21.65,7.39,0.64,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1059P0015_1092,TMS18F1059P0015,1092,4,,1,4,9,10,2,257,6,19,22.97,3,103.722,25.28,1,15.75,147,175,11.45,4.07,0.42,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1268P0019_1093,TMS18F1268P0019,1093,4,,1,4,8,2,3,152,5,36,20.97,3,93.13,27.39,2,11.35,89,121,15.85,5.39,0.58,86
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1342P0003_1094,TMS18F1342P0003,1094,4,,1,4,7,2,,158,7,23,20.78,3,64.868,22.3,2,8.54,,134,10.28,3.48,0.55,18
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1426P0001_1095,TMS18F1426P0001,1095,4,,1,4,6,5,2,171,6,25,,3,90.18,36.21,1,34.1,83,169,13.8,,0.29,60
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1003P0010_1096,TMS18F1003P0010,1096,4,,1,4,5,1,3,248,7,42,22.11,3,83.718,25.81,2,25.43,121,151,18.55,6.47,0.42,93
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1120P0006_1097,TMS18F1120P0006,1097,4,,1,4,4,,,249,9,71,21.88,3,85.356,19.74,2,23.65,,139,23.05,7.99,0.49,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1505P0057_1098,TMS18F1505P0057,1098,4,,1,4,3,,,209,6,38,13.03,1,,27.34,2,10.45,,118,20.25,5.68,0.66,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMEB419_1099,TMEB419,1099,4,1,1,4,2,1,,,5,28,,1,,,,10.45,,,9.25,,0.47,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1436P0049_1100,TMS18F1436P0049,1100,4,,1,4,1,1,3,183,8,68,28.06,3,86.67,18.77,3,17.01,103,100,28.1,11.05,0.62,70
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1330P0008_1101,TMS18F1330P0008,1101,5,,1,5,1,1,2,165,6,42,16.05,2,111.328,23.88,2,6.75,98,120,13.15,3.99,0.66,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.ON-rep1-TMS18F1287P0039_1102,TMS18F1287P0039,1102,5,,1,5,2,4,2,218,7,53,21.15,3,86.12,21.01,3,18.35,123,137,17.5,5.97,0.49,
