,Traits,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
,TYLD,0.023813368262355,0.110502294615816,0.334586266369546,0.02480308389799,0.14268106793309,0.0865272346228956,-0.0002211841511498,0.0446978370412371,0.297736938477595,0.0115478490608023,0.365119938688569,0.111534336467668,0.0627805630575387,0.341930318778839,0.111471412261685,0.101817139537285,0.36524357518883,,,
,HI,-0.37290125020825,-0.0118549725505845,-0.24522118386378,0.0909102103451254,0.393847105985156,-0.183071429948929,0.112980256519819,-0.0795194232354508,-0.213344423590236,0.094966299587541,-0.168584036859748,0.520805381852002,-0.0290646775825383,-0.266705120656618,0.520809508239559,0.421491626650546,-0.168577327864813,0.670690060503252,,
,DM,0.131064253790058,0.0744161814417881,0.0460227106330755,-0.0309042989631576,-0.0167424534715884,0.63898721861267,0.00108697935816826,-0.0679591740334554,0.0414774864933959,-0.0193619221921405,0.05969557268488,-0.061963610877898,-0.102596379833743,0.0567963114245109,-0.0618025547890513,0.140130916370144,0.0598274560412431,-0.0895129890973878,0.662513887098737,
,BRNHT6,-0.0240588291430115,-0.608942836462389,0.230869946009101,-0.0596913354638819,0.11798672400921,0.0383610700550666,-0.26745463858111,-0.12032237268549,0.065459582681318,0.152683428028848,0.0536588597944869,0.0474005757090597,0.630417783409874,0.245260288609201,0.0474546148703141,0.00988057042892015,0.0537737270840668,0.00496396669159471,-0.111317217802299,0.713287774447747
,,,,,,,,,,,,,,,,,,,,,
,Traits,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
Environment: mokwa,LODG,0.319692228428043,,,,,,,,,,,,,,,,,,,
,BRNLEV9,0.221475100715476,0.64825410838878,,,,,,,,,,,,,,,,,,
,PLTHT9,0.296480614722549,0.0350098901359024,0.442757248888438,,,,,,,,,,,,,,,,,
,NOHAV,-0.02107452631239,-0.214044934848329,-0.112869267993293,0.250019145528164,,,,,,,,,,,,,,,,
,RTNO,-0.155160451075363,-0.232978273412507,-0.08250977042298,0.227372224245927,0.312208821372873,,,,,,,,,,,,,,,
,STARCH,-0.0340003412681215,-0.0445225380361004,-0.0842094410372551,0.136916617496253,0.0604398801519855,0.634475703869741,,,,,,,,,,,,,,
,BRNHB9,0.0927868599903522,-0.38217969672554,0.00281605819559372,-0.0710002971499673,-0.010836418141133,0.0677358973661994,0.543228247119784,,,,,,,,,,,,,
,ANGBR9,0.160329521843304,-0.0356201114615928,-0.0535932256343395,-0.179179698164166,-0.134868079884265,-0.0702491933191626,-0.136589716625551,0.639706160346807,,,,,,,,,,,,
,STMDI9,0.211510148141101,-0.00596567442981077,0.240938933064818,-0.143051667154161,-0.10825666402732,-0.178289477140304,0.148935357215609,0.0828656220087174,0.421549900115224,,,,,,,,,,,
,PPSTD9,-0.0131302135875933,-0.201464368492968,-0.0585057385384734,0.0997025460565476,0.0988542842179133,0.0977664013076564,-0.053141145558887,-0.239266119990065,-0.144675846506486,0.268686388595306,,,,,,,,,,
,SHTWT,0.0602018965324662,0.0845107659020207,0.25448186370171,0.141169055787058,0.135280883462234,-0.0747131281624546,0.0748427514585681,0.0918269080142931,0.24964560235069,0.0298060483748117,0.335505203759938,,,,,,,,,
,RTWT,-0.207547213229989,-0.244925259020494,-0.0194348996104284,0.217514346296469,0.349130622868267,-0.0124547474641186,-0.0256899775158802,-0.0953506516494515,-0.0478621346242855,0.0546104238086017,0.126704731801262,0.433066423972797,,,,,,,,
,BRNHT9,0.0221902849325018,-0.525402664624746,0.102804372363811,-0.0607599012043704,0.128988902087982,0.00145834617800189,-0.0315773838876267,-0.271870085235757,0.0605875203097096,0.0417530393640405,0.0414121264741457,0.143348298710009,0.655060058868406,,,,,,,
,PLTHT6,0.305539190660804,0.0772695305885706,0.40121978600673,-0.105509708449353,-0.0700506258233276,-0.0668330076864476,0.0482567377259451,-0.00405805745275023,0.24997381444029,-0.0564206853384129,0.257016396725351,-0.0321181218004215,0.0672455137689049,0.385122202313882,,,,,,
,FYLD,-0.207541890569108,-0.244935873556002,-0.0194123083956053,0.217506088993074,0.349126290361045,-0.0124679994641975,-0.0257024501511024,-0.0953784685936889,-0.0478559039990831,0.054614226886183,0.126701506795282,0.433061444645745,0.143368827847615,-0.03209540460329,0.43305642554653,,,,,
,DYLD,-0.16854844129568,-0.233469319931294,-0.0639112883965162,0.170688143755063,0.23064625564799,0.175021269865108,-0.0125023219999381,-0.125410455108139,-0.111662502855603,0.0631511600016742,0.00858659659454339,0.283219376610743,0.12829182242763,-0.0897160351238912,0.283207480335179,0.379703494730108,,,,
,TYLD,0.060200227448939,0.0845154235134955,0.254467443344373,0.141176002705531,0.135275368437258,-0.0747123637016812,0.0748516250363498,0.09181943223579,0.249624442219412,0.029809278674738,0.335511262997609,0.126703086968387,0.0414088015190677,0.257008574030123,0.126699840070011,0.00858021059623784,0.335517339247636,,,
,HI,-0.329989028779488,-0.329391216873362,-0.222950447881523,0.0706453460082546,0.252894454178089,0.0216586682676247,-0.0869268681228239,-0.179967998726354,-0.270723044728294,0.0108182561401587,-0.17872023340179,0.368099650917483,0.158158591541618,-0.256764381756073,0.368095695315401,0.253292116127575,-0.17872564357067,0.639198280623752,,
,DM,-0.0339410872738641,-0.0444763793871957,-0.0842316424581175,0.136921753288482,0.0603966940248291,0.634411398178903,0.0677952744551973,-0.0702164589538685,-0.178234788764219,0.097660444553219,-0.0747297200605168,-0.0125025058503415,0.00135303560710859,-0.0668699929663032,-0.0125157405473081,0.174960492061002,-0.0747289393123383,0.021619878514956,0.634346738915842,
,BRNHT6,0.0571157852191587,-0.511161473799003,0.12806181282856,-0.0427153006580271,0.152923916950901,0.00388230287490421,-0.053440027562495,-0.279870903559005,0.0868675437239965,0.0652588553531461,0.0663482230819278,0.170688856491442,0.594374163258843,0.103717569243314,0.17070714228402,0.15198189786042,0.0663411253974061,0.182875573768591,0.00382776343513241,0.639666151343944
,,,,,,,,,,,,,,,,,,,,,
,Traits,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
Environment: onne,LODG,0.297921198016195,,,,,,,,,,,,,,,,,,,
,BRNLEV9,0.0287509586458015,0.365085218805931,,,,,,,,,,,,,,,,,,
,PLTHT9,-0.204200445607784,0.0392398336585934,0.58585037924853,,,,,,,,,,,,,,,,,
,NOHAV,-0.0137909263047576,-0.144854314050436,-0.0634255898114597,0.533603268309903,,,,,,,,,,,,,,,,
,RTNO,-0.0768066218488064,-0.0283672500352364,0.03200797913857,0.488192374658449,0.537990158185935,,,,,,,,,,,,,,,
,STARCH,-0.0695330998375064,-0.0633715934489734,-0.0460789121029614,0.0610342153909165,0.126493604590146,0.818352225638729,,,,,,,,,,,,,,
,BRNHB9,0.01580260322187,0.0178989881480944,0.051763816625875,-0.0113620872752473,0.0771019857567245,0.0918931263294066,0.573163395843494,,,,,,,,,,,,,
,ANGBR9,0.00603040102048319,-0.0886319496337919,-0.0933811238628539,-0.151156722710207,-0.0575358795281442,-0.06545535459484,-0.176482888836083,0.562295131895809,,,,,,,,,,,,
,STMDI9,-0.0389546978339598,-0.0269085935212451,0.312536418864051,-0.245278467551979,-0.121910411735803,0.0164757571421617,0.305958246314941,0.0664335153914921,0.632088779704878,,,,,,,,,,,
,PPSTD9,-0.0974317612913344,-0.0127712556878691,-0.103156540551361,0.0172158466545964,0.0182078279219534,-0.0799482096265939,-0.154595353971898,-0.0905717040491839,-0.27705392291875,0.361954931790185,,,,,,,,,,
,SHTWT,0.0510832383859716,-0.022611329743957,0.298321168170698,0.269668816543171,0.274912527571756,0.110242343164506,0.180648027693951,-0.0519622199920055,0.373773479569945,-0.0482951182757777,0.562015972754905,,,,,,,,,
,RTWT,-0.0720128721892377,-0.0876845373057233,0.142810162783399,0.410573860483525,0.456380840063203,0.0953745363322704,0.117328742954527,-0.0684401667881259,0.013742971131973,-0.0531121797636821,0.311350646656453,0.559131230737871,,,,,,,,
,BRNHT9,-0.329608672121996,0.0858502028953124,0.491418722914417,-0.104546827218288,-0.0326569745418033,-0.00566090957751347,-0.220023419811233,-0.172538502206503,-0.0142544620787137,0.091504846135447,-0.0774047285919265,-0.00420970558823375,0.807860407217588,,,,,,,
,PLTHT6,-0.0425438379207412,-0.0328322879042548,0.598844824143298,-0.0878960976591137,0.0037368387717821,0.00922878645558117,0.0118485430358451,-0.0940652411237129,0.322852942867492,-0.126960985047637,0.28594648277345,0.0527615507193792,0.372485610401947,0.700450359244528,,,,,,
,FYLD,-0.0720128721892377,-0.0876845373057233,0.142810162783399,0.410573860483525,0.456380840063203,0.0953745363322704,0.117328742954527,-0.0684401667881259,0.013742971131973,-0.0531121797636821,0.311350646656453,0.559131230737871,-0.00420970558823375,0.0527615507193792,0.559131230737871,,,,,
,DYLD,-0.0250455596895737,-0.0483678486659507,0.0949650649445987,0.276671665093666,0.349612233497419,0.304528102253523,0.126602441510207,-0.0954245893061605,0.0403813055541618,-0.0463097364597838,0.231664015611495,0.412029160395177,0.00141350586822847,0.021990005896683,0.412029160395177,0.521715290795958,,,,
,TYLD,0.0510832383859716,-0.022611329743957,0.298321168170698,0.269668816543171,0.274912527571756,0.110242343164506,0.180648027693951,-0.0519622199920055,0.373773479569945,-0.0482951182757777,0.562015972754905,0.311350646656453,-0.0774047285919265,0.28594648277345,0.311350646656453,0.231664015611495,0.562015972754905,,,
,HI,-0.162178502202957,-0.0279081383331241,-0.188129478163022,0.0991641167519539,0.145620266948587,-0.076677207711961,-0.0674171885393053,-0.0316212108827841,-0.363401129870089,0.0225114574897963,-0.302911179658473,0.189231160599385,0.0640525120104588,-0.22551542655895,0.189231160599385,0.0763864396963017,-0.302911179658473,0.553039404321398,,
,DM,-0.0694991936677917,-0.0633428612842575,-0.0460797997662706,0.0609817550436234,0.126444152649156,0.81835647451234,0.0918382119270762,-0.0654138528490248,0.016429006148363,-0.0799061478998059,0.110253242004286,0.095344955514814,-0.00575536827467343,0.00926320095020688,0.095344955514814,0.304499967941445,0.110253242004286,-0.0767134909311432,0.818360512222652,
,BRNHT6,-0.258439157123647,-0.0151066291199764,0.193559225837211,-0.123469109129365,0.00454772230164352,-0.0406024444100315,-0.226407679523628,-0.0890930968638437,-0.000601352144807887,-0.315761539504382,-0.00274196212081085,0.016077441010122,-0.0498100663841831,0.313591467099472,0.016077441010122,-0.0326457800655598,-0.00274196212081085,0.0387365030281671,-0.0406988352387221,0.836949136967871
,,,,,,,,,,,,,,,,,,,,,
