,,Phenotypic Correlations,,,,,,,,,,,,,,,,,,,,,Probabilities,,,,,,,,,,,,,,,,,
,PPSTD9,-0.154553779486809,-0.275267472583945,-0.068206636444609,0.221639216418283,0.296023597621454,0.0727759735507135,-0.145293065606103,-0.147646050129257,-0.279060303290775,,,,,,,,,,,,0.000965974801296898,0.00000000255288301609369,0.147233282926392,0.00000190108000475142,0.000000000129533272996696,0.121930540430851,0.00193317532824766,0.00162671983308282,0.0000000015078378545752,,,,,,,,,,
,SHTWT,0.0729035732261276,0.162349831953449,0.627206678723571,0.307900835048007,0.346773940960455,0.200659091602664,0.0376147373802475,0.07693628552221,0.556714847942321,0.0883494898972216,,,,,,,,,,,0.121275955919959,0.000522566104223632,0,0.000000000021040724718091,0.0000000000000301980662698043,0.0000168631813699527,0.424490393867921,0.101965908131143,0,0.0602591392375826,,,,,,,,,
,RTWT,-0.474066440099034,0.108679564978423,0.126320908338136,0.501086684609597,0.801278524214336,0.0681823077741962,0.188437617097526,0.0360388133666161,0.122368977792961,0.178419930986708,0.319483699788671,,,,,,,,,,0,0.0206908050946886,0.00710352746567899,0,0,0.147377970132703,0.0000544169366303304,0.444169065314832,0.00913166711121205,0.000134736191996776,0.00000000000329825056155642,,,,,,,,
,BRNHT9,0.0201572201853684,-0.700241685550897,0.502317731955828,0.00771410039693769,0.156701304287331,0.0660098543455295,-0.262398392892753,-0.0488218529617042,0.233384272689463,0.237859636939071,0.206713955232903,0.0738285553993151,,,,,,,,,0.668738263122172,0,0,0.869940429283086,0.00081785112831545,0.160739516653622,0.0000000143599860891186,0.299800253670656,0.000000508409766952767,0.000000301884767850424,0.00000918595749288542,0.116612405268914,,,,,,,
,PLTHT6,0.270701106313225,0.0731571566065714,0.935942960493519,0.116931094197874,0.112320969817107,0.252081232035128,-0.010060986045503,0.176759633690778,0.626482538987695,-0.051380026626481,0.615460347945807,0.108854698452165,0.490866021268506,,,,,,,,0.0000000047613815112868,0.119983212420385,0,0.012759578339089,0.01677584165287,0.0000000537329087890726,0.830898187722904,0.00015586203348894,0,0.275157815617129,0,0.0204857653166557,0,,,,,,
,FYLD,-0.473970379704991,0.108760265649777,0.126376985036876,0.50101096677508,0.80126235736185,0.0684583683124346,0.18838316391846,0.0359224655595331,0.12248467358977,0.178255194728141,0.319487949524149,0.999998126187166,0.0737859461978786,0.108920753238728,,,,,,,0,0.0205961032498432,0.00707791029357985,0,0,0.145742533818755,0.0000546928777556133,0.44564219505959,0.00906564416061295,0.000136705475971111,0.00000000000329603011550716,0,0.116824100786959,0.0204088907828934,,,,,
,DYLD,-0.407360841800611,0.129982903130542,0.144425524436021,0.469954621804693,0.760073187006485,0.367935877325061,0.177926218633258,0.0225552232189741,0.127685494456121,0.165953118999532,0.323110769223316,0.943973697160712,0.0482233153136354,0.128008065771309,0.94405387803225,,,,,,0,0.00559446387865403,0.00205889915178137,0,0,0.000000000000000444089209850063,0.000140719248583165,0.632084229437031,0.00650315312002925,0.000389676254882509,0.00000000000181588077907691,0,0.305771330255051,0.00636805533434659,0,,,,
,TYLD,0.0727710803026875,0.162130708501779,0.627121849557266,0.307804146903354,0.346787713276242,0.200750291122171,0.0374825051499188,0.0770341955108028,0.556654053007595,0.0884520834434604,0.999997018152144,0.319442668564193,0.206780525032467,0.615360550899049,0.319446913262537,0.323111870518595,,,,,0.121955697423616,0.000531871569716902,0,0.0000000000213615791722077,0.0000000000000301980662698043,0.0000167118284748469,0.426121807067837,0.101529347161077,0,0.0599606085897251,0,0.00000000000332045502204892,0.00000912389482299325,0,0.00000000000331823457599967,0.00000000000181543668986706,,,
,HI,-0.532561046599569,-0.0117930998478524,-0.292179684174637,0.32103297541916,0.557117797382938,-0.0692752796673162,0.144240253221766,-0.0305192057200761,-0.262362667878306,0.120166678110487,-0.318408041675744,0.741653860847021,-0.0445707974457643,-0.297695880263815,0.741730551277631,0.677293501977465,-0.318335888680082,,,,0,0.802342092425516,0.00000000022918777986547,0.00000000000255839793794621,0,0.140984083204588,0.0020866990853361,0.517036155913185,0.0000000144271825597286,0.010472679310602,0.00000000000393107768559275,0,0.343901151144665,0.000000000100789154799941,0,0,0.00000000000397748500802209,,
,DM,0.173151730734533,0.103906598822666,0.0966639143483504,0.065355509568651,-0.000099984926697783,0.862640012204598,-0.00636790202551231,-0.0574154261018383,0.06387266247311,-0.0230749630946781,0.12906765330788,-0.0196102269970053,-0.0991342131539146,0.103524217697875,-0.0194392023622799,0.254462851921196,0.12922962065547,-0.0739052869209419,,,0.000212936812564291,0.0270077605221339,0.0397334990238942,0.164937642369912,0.998306747207426,0,0.892485341508201,0.222598245103725,0.174754911415512,0.624253401718923,0.00594181902538082,0.677214681767275,0.0349168709172467,0.0275790026640039,0.679873391391123,0.00000003982501750599,0.0058789730045814,0.116231937144128,
,BRNHT6,0.00115368791791654,-0.753232765606053,0.418230298887819,0.0173016377516436,0.159815533959118,0.0504591040936248,-0.184730583283275,-0.0950125127688547,0.177272663879138,0.224166250784676,0.118964494650344,0.0842045382670399,0.92875523021333,0.432268776488305,0.0841868090105203,0.0615870691774417,0.119028988548797,0.00955313977199757,-0.11250388566579,,0.980464133352801,0,0,0.713429107068576,0.000640044312306687,0.283865197963297,0.0000765362635111178,0.0432575874349406,0.000149023488370759,0.00000143994571155659,0.0112760650773345,0.0733861741261306,0,0,0.073446967202516,0.190728401198039,0.0112316194574389,0.839314853653491,0.0165975476248486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Traits,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM
Environment: mokwa,BRNLEV9,0.145249544419072,,,,,,,,,,,,,,,,,,,,0.00193931110433132,,,,,,,,,,,,,,,,,,
,PLTHT9,0.245166303596283,0.268163924312327,,,,,,,,,,,,,,,,,,,0.000000126038264935957,0.00000000669851463186433,,,,,,,,,,,,,,,,,
,NOHAV,0.0265435503977885,-0.120849975141552,0.130965486238106,,,,,,,,,,,,,,,,,,0.573104037576304,0.0100390388597238,0.00524197694938344,,,,,,,,,,,,,,,,
,RTNO,-0.255507990730783,-0.218084407279322,0.112557868759844,0.755285202140208,,,,,,,,,,,,,,,,,0.0000000348862103649594,0.00000279477673226225,0.0165452465087386,0,,,,,,,,,,,,,,,
,STARCH,-0.121383450853067,-0.0168910542188487,-0.0291898756917377,0.306496141920787,0.258278753452484,,,,,,,,,,,,,,,,0.0097116364494596,0.719940684830959,0.535463921718019,0.0000000000261994870243143,0.0000000244892652823125,,,,,,,,,,,,,,
,BRNHB9,0.0294094868022102,-0.242233043978499,0.0733844392447976,0.0186374211836297,0.0746805724064357,0.0550374376493642,,,,,,,,,,,,,,,0.532396980015645,0.00000017957611508912,0.118833710617193,0.692390193896986,0.112442056972784,0.242381306311805,,,,,,,,,,,,,
,ANGBR9,0.0775778542879556,0.384940119233368,0.123105080247861,0.000474081379771084,-0.0187808113762276,-0.0822838205728892,0.395512812994373,,,,,,,,,,,,,,0.0991322053829804,0,0.0087187973525058,0.991971522647005,0.690145416859215,0.0802148122356727,0,,,,,,,,,,,,
,STMDI9,0.141561233514649,0.226471096290221,0.558484302435605,-0.0318882918957357,-0.0023938528283041,-0.216662677505624,0.311727170674752,0.331198892760702,,,,,,,,,,,,,0.00252893726355374,0.00000111447214967697,0,0.498405369594306,0.959477257411216,0.00000325462736427973,0.0000000000115099041408939,0.000000000000465849581132716,,,,,,,,,,,
,PPSTD9,0.0358480990738561,-0.225469304914454,-0.0685469294417382,0.263724561739911,0.27298379297029,0.156429675746661,-0.145948207301876,-0.255909625732374,-0.310991404867809,,,,,,,,,,,,0.446585232858959,0.00000124617737684574,0.145220824784822,0.0000000120691354688063,0.00000000349171558333694,0.000835350305338878,0.00184293242523825,0.0000000331503882122774,0.0000000000129345423260929,,,,,,,,,,
,SHTWT,0.112752833654564,0.164664088676848,0.495282747614996,0.530025429675646,0.533899107332417,0.0133254534347618,0.122735313618514,0.19407293375878,0.403622801936829,0.154595147356237,,,,,,,,,,,0.0163575557019247,0.000433105063518457,0,0,0,0.777295504563884,0.00892406888162656,0.0000319920458258238,0,0.000962901558557272,,,,,,,,,
,RTWT,-0.355661229888845,-0.221515114459565,0.1106016702084,0.613136975099272,0.842888445644796,0.147641187816062,0.00559818029199448,-0.0305934705541134,0.0363639279190561,0.176999357742213,0.493789505131236,,,,,,,,,,0.00000000000000577315972805081,0.00000192703418822049,0.018535271152333,0,0,0.00162730432106351,0.905416171099533,0.51601640446495,0.440067369639723,0.000152630737660919,0,,,,,,,,
,BRNHT9,-0.0695008733190818,-0.70055017192259,0.233255966152174,0.176744537505131,0.267505293265419,0.0294434740377038,0.301976827467293,-0.248998243352769,0.0996189674798013,0.199113453500941,0.0843046051447061,0.24474331541259,,,,,,,,,0.139691222445642,0,0.000000515985393745311,0.000156067651239766,0.00000000731493399186434,0.53192313028001,0.0000000000526307886161703,0.0000000788281735442098,0.0340324535364398,0.0000196349805250406,0.0730438165977634,0.000000132676689634792,,,,,,,
,PLTHT6,0.263739760971326,0.31879378763593,0.953105436647818,0.173555926647828,0.131014940325376,0.0111882165568005,0.110412996256126,0.188935429482986,0.560280953301636,-0.0740905249867208,0.497649903100815,0.0998478671394632,0.178074614384435,,,,,,,,0.0000000120450525109561,0.00000000000369171360148357,0,0.000205684612381685,0.00522477653560438,0.812286575572188,0.0187378175767789,0.0000519545050596815,0,0.11531745274913,0,0.0336215128789989,0.000138895195842981,,,,,,
,FYLD,-0.355655769091203,-0.221529568635976,0.110620399722378,0.613137079261633,0.842888371624947,0.147629976537772,0.00557448009133844,-0.0306043128231388,0.0363565267220975,0.177005299113471,0.493788867045091,0.999999977423303,0.244762978277067,0.0998637877668443,,,,,,,0.00000000000000577315972805081,0.00000192399393350584,0.0185152691039103,0,0,0.00162865273839752,0.905814734027628,0.515867613228036,0.440160502726899,0.000152551456456873,0,0,0.000000132360764570905,0.0335930887861415,,,,,
,DYLD,-0.345804651056171,-0.182954434105458,0.097005990156808,0.618492330516241,0.815721210905864,0.362239825605116,0.0174076478587479,-0.0280346958398576,-0.0317767945730841,0.195094198388386,0.404628286180523,0.953874541416886,0.218403024744249,0.0919472895588606,0.953869940334255,,,,,,0.0000000000000359712259978551,0.0000899145073010033,0.0390347042278918,0,0,0.00000000000000177635683940025,0.711751210336615,0.551741085238513,0.499909221198845,0.0000290081505043283,0,0,0.00000270060424067964,0.0504975525175668,0,,,,
,TYLD,0.112751534534436,0.164662220384596,0.495277971548037,0.530026988543855,0.533882207851728,0.0133335322827307,0.122738337454057,0.194068937686957,0.403603575928464,0.154594592617179,0.999999986398252,0.493780526397415,0.0843040081580784,0.497642114182225,0.493779887361362,0.404620027478555,,,,,0.016358800156159,0.000433171155019174,0,0,0,0.777164038912641,0.00892237293636278,0.0000320042728327863,0,0.00096294271066899,0,0,0.0730458551917947,0,0,0,,,
,HI,-0.509212421227688,-0.371771777630907,-0.284701449122946,0.14787061103993,0.412983441799947,0.14314147043501,-0.0942354523261392,-0.195402289516151,-0.285906599348811,0.0322671020170817,-0.301506830000207,0.613847972245514,0.181211645428788,-0.315315359695835,0.613846058430292,0.612916921063658,-0.301514824249611,,,,0,0.000000000000000222044604925031,0.000000000678818334876041,0.0015999347478024,0,0.00225874362128042,0.0450048097025268,0.0000281610580468161,0.000000000571076963495898,0.493314026277936,0.0000000000565516522499365,0,0.000105158170513597,0.00000000000648547882065031,0,0,0.0000000000564828184224098,,
,DM,-0.121374954480109,-0.0168820468650754,-0.0291700823684776,0.30647613604693,0.258200939914018,0.999999475273296,0.0550241681721464,-0.0823337391876758,-0.216640776612343,0.156348881012751,0.0133281475217181,0.147604234044797,0.0294428477435616,0.0112113214798725,0.147593040503408,0.362199980845724,0.0133362466286066,0.143116602732951,,,0.00971677557049033,0.720083764666242,0.535740777285774,0.0000000000262811994389267,0.0000000247352405224888,0,0.242495050221144,0.0800310433940308,0.00000326224730429203,0.000840621768944061,0.777251663461095,0.00163175275185035,0.531931860141093,0.811906157128491,0.00163310241022829,0.00000000000000177635683940025,0.777119870273702,0.00226278306482763,
,BRNHT6,-0.0550777363576728,-0.679218397376727,0.258332921318725,0.177463464435282,0.268705211541249,0.054498747048315,0.287633568388361,-0.223366530612952,0.141048167449672,0.152856085322603,0.0982466209555691,0.259898989303378,0.972994373319031,0.213713553325666,0.259918731787084,0.238700032133809,0.0982492724808027,0.196074495219415,0.0544991441861283,,0.242036101288754,0,0.0000000243194346882802,0.000146552781234099,0.00000000622989415610675,0.247028978051911,0.000000000445155023953703,0.0000015728290656547,0.00262280445386431,0.00110018945818346,0.0365869864808304,0.0000000198736445078396,0,0.00000444958570389176,0.0000000198229628267654,0.000000273418621965504,0.0365818980244521,0.0000263934855464498,0.247025528899418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Traits,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM
Environment: onne,BRNLEV9,-0.122077027007692,,,,,,,,,,,,,,,,,,,,0.00930017727386079,,,,,,,,,,,,,,,,,,
,PLTHT9,-0.0958346604437547,0.158320347111366,,,,,,,,,,,,,,,,,,,0.0414715353238808,0.000720387946600232,,,,,,,,,,,,,,,,,
,NOHAV,0.0108166091976237,0.00928171704739287,0.116740819747889,,,,,,,,,,,,,,,,,,0.818411032074243,0.843820798205523,0.0129068356107451,,,,,,,,,,,,,,,,
,RTNO,-0.111822973855797,0.0670398807536268,0.145086871432846,0.812002968062688,,,,,,,,,,,,,,,,,0.0172697725419388,0.154294872945354,0.00196240346453225,0,,,,,,,,,,,,,,,
,STARCH,-0.019547329279484,-0.0937531449897089,0.0230367935591892,0.192498552742622,0.261591665621578,,,,,,,,,,,,,,,,0.678192011460265,0.0461188265317722,0.624827072502478,0.0000371675026398233,0.0000000159538333655007,,,,,,,,,,,,,,
,BRNHB9,0.11480759256443,0.482937230025059,0.0648880319999735,-0.0201300960944183,0.0898667890029425,0.0989913684995312,,,,,,,,,,,,,,,0.0144900643851518,0,0.167986885989967,0.669157609439127,0.0559672437932774,0.035181187933945,,,,,,,,,,,,,
,ANGBR9,0.129871815353261,0.0181017285142402,-0.0252210714197046,-0.0414612274723127,-0.00303490550318739,-0.0270142760220249,0.256111273088299,,,,,,,,,,,,,,0.00563562714849342,0.700800185045989,0.592371763214086,0.378646539498378,0.948638996048497,0.566318074042842,0.0000000323106756905389,,,,,,,,,,,,
,STMDI9,0.157588039927738,0.0685868557233605,0.473229123351462,-0.203588876896189,-0.103805853517128,0.0291960266325722,0.338683991276748,0.161146403586227,,,,,,,,,,,,,0.000763056788096961,0.144986087862754,0,0.0000125969641746604,0.0271572681620698,0.535377901170124,0.000000000000127453603226968,0.000575601207047249,,,,,,,,,,,
,PPSTD9,-0.206377970811402,0.0534627520027035,-0.124476778425171,0.287851317895196,0.219451787271987,-0.0472852648503068,-0.24118760955129,-0.117908208508307,-0.445907715922833,,,,,,,,,,,,0.00000950537753330316,0.256141287849475,0.00799356512756555,0.000000000431338742501453,0.00000241159531055857,0.315286488715289,0.000000203502746654038,0.0120264761138367,0,,,,,,,,,,
,SHTWT,0.17862243935476,0.048391795174311,0.524507908152906,0.480538936079483,0.481161076104976,0.183144054675983,0.216171437473164,0.0685877710414685,0.495390538210961,0.013597865979912,,,,,,,,,,,0.000132351870638869,0.304082663943304,0,0,0,0.0000883876942472384,0.00000342970174393997,0.144980709869984,0,0.772866112583499,,,,,,,,,
,RTWT,-0.151630926437498,0.0310693923030037,0.282591422419964,0.692349385853542,0.791266158811333,0.24586523784343,0.154082938579348,0.0360777933694242,0.110782754595915,0.0479540471277339,0.558133081191109,,,,,,,,,,0.00120750335772346,0.509506155762944,0.000000000916873243994587,0,0,0.000000115765071306839,0.00100159756016005,0.443676142971325,0.0183426708691288,0.308483037414691,0,,,,,,,,
,BRNHT9,-0.121847445437747,0.133130032469478,0.620601652197157,0.142266569949118,0.0834000271910715,-0.000127626450686987,-0.0112302233398858,-0.16051489085402,0.0335887720870046,0.160087857102861,0.0619755748987732,0.0975196203964657,,,,,,,,,0.00943462520800509,0.00453505289263756,0,0.00240489020598544,0.0761864218954733,0.997838636788321,0.811594974272301,0.000605390118786797,0.475769862829417,0.00062633727732031,0.187940185342443,0.0380050105935554,,,,,,,
,PLTHT6,0.0101797793370827,0.0757108117919834,0.817816913687268,0.0430541761577771,0.0968195229980099,0.0627270162439034,0.0127442938515439,-0.00723802431215582,0.432158367099323,-0.148604921581272,0.427397060338692,0.161761984778306,0.574689587556305,,,,,,,,0.82893214559308,0.107556924109223,0,0.36058627368603,0.0394143196178665,0.182632543022229,0.786769063922853,0.877902254478725,0,0.00151514773611661,0,0.000547878180946704,0,,,,,,
,FYLD,-0.151630926437498,0.0310693923030037,0.282591422419964,0.692349385853542,0.791266158811333,0.24586523784343,0.154082938579348,0.0360777933694242,0.110782754595915,0.0479540471277339,0.558133081191109,1,0.0975196203964657,0.161761984778306,,,,,,,0.00120750335772346,0.509506155762944,0.000000000916873243994587,0,0,0.000000115765071306839,0.00100159756016005,0.443676142971325,0.0183426708691288,0.308483037414691,0,0,0.0380050105935554,0.000547878180946704,,,,,
,DYLD,-0.14880235453362,0.00564762570135618,0.232427662527605,0.636870491167357,0.75889163077162,0.423158374382111,0.158183693513299,0.00135407913661283,0.0960766172067332,0.0493379980999521,0.528031749481282,0.969474097939939,0.0708144416725792,0.130662550155067,0.969474097939939,,,,,,0.00149306565849905,0.904584731187654,0.000000567566301068467,0,0,0,0.000728178642780186,0.97707168954497,0.0409579094637376,0.294713782222281,0,0,0.132343168937262,0.00534845709250598,0,,,,
,TYLD,0.17862243935476,0.048391795174311,0.524507908152906,0.480538936079483,0.481161076104976,0.183144054675983,0.216171437473164,0.0685877710414685,0.495390538210961,0.013597865979912,1,0.558133081191109,0.0619755748987732,0.427397060338692,0.558133081191109,0.528031749481282,,,,,0.000132351870638869,0.304082663943304,0,0,0,0.0000883876942472384,0.00000342970174393997,0.144980709869984,0,0.772866112583499,0,0,0.187940185342443,0,0,0,,,
,HI,-0.354986677599911,0.00271458577381191,-0.331916401814976,0.126893763419915,0.2289227318696,-0.0143140595708354,-0.104339741809105,-0.080804965786307,-0.444857663139268,0.0437520459554892,-0.527061959594743,0.32175356641708,-0.00564467517974816,-0.351170848047263,0.32175356641708,0.241018987620498,-0.527061959594743,,,,0.00000000000000666133814775094,0.954053575108387,0.000000000000412114786740858,0.00684569706582683,0.000000846079375893538,0.761256370442955,0.0263730096259591,0.0858157982034142,0,0.35284671138954,0,0.00000000000227240448680277,0.904634342208909,0.0000000000000135447209004269,0.00000000000227240448680277,0.000000207638901184026,0,,
,DM,-0.0194962713841933,-0.0937467233635123,0.0230328270761655,0.192412477044466,0.261556885587509,0.999999612757444,0.0989912099502261,-0.0269483712829486,0.0291717919731715,-0.0472818294790955,0.183128707258972,0.245823560986594,-0.000122329390647907,0.0627542183180117,0.245823560986594,0.423122256601773,0.183128707258972,-0.0143290761961013,,,0.678985766367421,0.0461338137161036,0.624886699946325,0.0000374721583331628,0.0000000160262649817611,0,0.0351814822536074,0.567265837172559,0.535716861660922,0.315321688107497,0.0000885103569219226,0.000000116354311963107,0.997928342679536,0.182442506005587,0.000000116354311963107,0,0.0000885103569219226,0.761013508143173,
,BRNHT6,-0.0191447165377637,0.0713950303946528,0.37770117601539,0.0560316345828077,0.0988549131405194,-0.0090193260167469,-0.0093817721042811,0.0208998808026604,0.0860600969666623,0.0165137450831557,0.111715975039576,0.0880445541903944,0.665235177688393,0.50183810629499,0.0880445541903944,0.0286427359723713,0.111715975039576,-0.0561432866460923,-0.00915903395584051,,0.6844606946899,0.129192047126405,0,0.233965360353105,0.0354352700403986,0.848181655732089,0.842159162470265,0.657296907669819,0.0672467582828067,0.725942474398846,0.0173775420168902,0.0611537103458488,0,0,0.0611537103458488,0.543143299994699,0.0173775420168902,0.233033270190436,0.845859167721369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
